TransactionID,TransactionAmt,FraudProbability,RiskTier,TrueLabel,HourOfDay,DeviceType
3226067,65.0,0.014278481370462915,Clear,0,5,0
3563310,100.0,0.015678155018723022,Clear,0,5,0
3479022,49.0,0.026741187908598522,Clear,0,16,0
3342512,25.0,0.030185614989379394,Clear,0,20,0
3473837,47.95,0.016326478998614887,Clear,0,19,0
3005800,40.0,0.008109048165754734,Clear,0,19,0
3440327,24.5,0.01541948445474293,Clear,0,23,0
3221742,57.95,0.015303377374164191,Clear,0,4,0
3361674,67.95,0.01684966462064151,Clear,0,0,0
3269445,34.0,0.024277574774599197,Clear,0,19,0
3016753,9.211,0.02799170531808896,Clear,0,17,0
3042929,59.0,0.045511468880712995,Clear,0,23,0
3364343,83.95,0.02530996026495483,Clear,0,2,0
3403930,58.95,0.018421846432540807,Clear,0,20,0
3506597,40.0,0.04243660184461369,Clear,0,20,1
3072205,171.0,0.061310922395831614,Clear,0,21,0
3391578,57.762,0.14701931208089147,Clear,0,2,1
3126970,77.131,0.5298798806899455,Suspicious,1,1,0
3022372,171.0,0.0316111089025001,Clear,0,23,0
3262393,335.0,0.030415789981372086,Clear,0,13,0
3351567,57.95,0.006181540430035728,Clear,0,19,0
3104816,82.95,0.008218401830298717,Clear,0,16,0
3496264,131.0,0.022367827957841688,Clear,0,11,0
3283325,57.95,0.015762100249937336,Clear,0,18,0
3172216,226.0,0.06532217860791041,Clear,0,17,0
3110033,12.36,0.034229282375237535,Clear,0,22,0
3409277,30.95,0.009709579942115533,Clear,0,18,0
2992412,50.0,0.00835746199244885,Clear,0,0,0
3226506,117.0,0.13610785481726242,Clear,0,15,0
3473620,30.003,0.022801732650129372,Clear,0,18,0
3531953,107.95,0.030073961266960176,Clear,0,13,0
3024769,23.728,0.09985474333478474,Clear,0,19,1
3126596,92.95,0.014649401765108967,Clear,0,23,0
3452107,49.0,0.025722193295704104,Clear,0,15,0
3462486,97.0,0.0162397590632935,Clear,0,3,0
3386073,130.5,0.10747747881529257,Clear,0,14,0
3184622,34.0,0.00871675164021766,Clear,0,18,0
3324472,25.95,0.013088203105366712,Clear,0,0,0
3187090,34.0,0.03357810599563437,Clear,0,18,0
3510726,25.95,0.010935654578269833,Clear,0,2,0
3062351,63.198,0.04401275745084575,Clear,0,1,1
3116265,472.88,0.02411262367138354,Clear,0,18,0
3340289,48.95,0.009232129081986108,Clear,0,21,0
3323706,209.95,0.008721288395417246,Clear,0,21,0
3552590,86.318,0.0350762308286569,Clear,0,14,0
3403177,154.95,0.013242281543392227,Clear,0,17,0
3181302,39.0,0.027336680154181274,Clear,0,16,0
3181195,117.0,0.02218181268828959,Clear,0,16,0
3314397,370.0,0.04242663055124861,Clear,0,3,0
3139547,6.18,0.019897075259293222,Clear,0,15,0
3152051,216.0,0.020820033803707012,Clear,0,18,0
3236409,59.47,0.023635115723143255,Clear,0,19,0
3265920,24.0,0.0096007042347968,Clear,0,16,0
3571514,16.95,0.007665263046325495,Clear,0,20,0
3566848,335.0,0.004339654460260067,Clear,0,21,0
3093175,20.0,0.026116661274523344,Clear,0,12,0
3302094,77.0,0.20715121793589833,Clear,0,20,0
3215783,30.089,0.950573880111562,Critical Risk,1,18,1
3510225,31.0,0.015165346039693755,Clear,0,23,0
3169023,35.95,0.0074664640826736985,Clear,0,16,0
3332605,107.95,0.02596071185920139,Clear,0,18,0
3556989,49.0,0.012243775351802568,Clear,0,23,0
3216763,49.0,0.02953782600692429,Clear,0,23,0
3319467,15.951,0.016768770075236066,Clear,0,18,0
3235282,105.95,0.012266434343859177,Clear,0,13,0
3437672,57.95,0.009195526871228741,Clear,0,23,0
3498488,25.0,0.023963465294754276,Clear,0,21,1
3351787,117.0,0.032486502697891356,Clear,0,20,0
3161647,445.0,0.029664348598526,Clear,0,19,0
3406648,117.0,0.00962515594449551,Clear,0,21,0
2991465,326.0,0.01239018446434262,Clear,0,22,0
3458885,58.95,0.012247623724946474,Clear,0,23,0
3116329,45.97,0.018256709470823466,Clear,0,18,0
3178758,107.95,0.15733947557719336,Clear,0,19,0
3388611,107.95,0.006623688845946885,Clear,0,2,0
3107782,35.95,0.01522717044064764,Clear,0,10,0
3001606,30.0,0.02258764718518996,Clear,0,18,0
3185449,50.0,0.10410193532211984,Clear,0,21,0
3232000,44.0,0.01035235737287946,Clear,0,14,0
3506923,29.95,0.02374550432126295,Clear,0,22,0
3282541,57.95,0.007359752550634324,Clear,0,15,0
3521731,19.182,0.3498039471683548,Clear,0,22,1
3098809,226.0,0.03124708024903289,Clear,0,4,0
3078792,150.0,0.013435564399935433,Clear,0,0,0
3366368,820.0,0.1410818484404734,Clear,1,20,0
3184678,35.95,0.014828073726683827,Clear,0,18,0
3180093,30.0,0.02868976375572709,Clear,0,2,0
3079618,600.0,0.06427912108067474,Clear,0,2,0
3116219,1237.06,0.013449344867464413,Clear,0,18,0
3362703,203.95,0.020501428361741385,Clear,0,17,0
3519090,30.95,0.008589095890420426,Clear,0,1,0
3133162,47.99,0.00845752683957966,Clear,0,19,0
3255926,185.95,0.029628501402277435,Clear,0,12,0
3145941,42.559,0.14874385097171017,Clear,1,16,1
3218958,49.0,0.32269324742470684,Clear,0,16,0
3448503,20.288,0.04475626355779275,Clear,0,4,0
3242832,146.0,0.016400277922625606,Clear,0,21,0
3576099,59.0,0.047894959193457064,Clear,0,15,0
3477017,117.0,0.009476842798958343,Clear,0,21,0
2993631,350.0,0.017323291443469963,Clear,0,15,0
3491299,39.0,0.019759665463631195,Clear,0,20,0
3179515,77.0,0.02046195756880017,Clear,0,23,0
3214280,335.0,0.09106148047477602,Clear,0,2,0
3074545,20.405,0.04761354400395805,Clear,0,7,0
3333388,411.95,0.036960987347484243,Clear,0,21,0
3409382,171.0,0.07725138224275348,Clear,0,19,0
3236069,34.5,0.05637559588951618,Clear,0,17,0
3104265,67.95,0.035183394675246976,Clear,0,12,0
3556839,108.95,0.0475023277791417,Clear,0,22,0
3043554,300.0,0.10380592655167392,Clear,0,1,0
3572124,554.0,0.02408184828653764,Clear,0,0,0
3081711,125.0,0.02143100027045713,Clear,0,16,0
3258372,57.95,0.008883523592841447,Clear,0,2,0
3284324,39.0,0.04780922058679151,Clear,0,23,0
3160052,57.95,0.005242440616820489,Clear,0,13,0
3186705,107.95,0.006528524963435765,Clear,0,15,0
3222650,412.47,0.017982461569467412,Clear,0,15,0
3498751,209.95,0.014697109811001988,Clear,0,22,0
3472189,25.95,0.014326732406601103,Clear,0,2,0
3254564,26.37,0.005743091694694296,Clear,0,22,0
3135628,39.0,0.02301870582942302,Clear,0,12,0
3485552,27.0,0.013733796228334573,Clear,0,3,0
3382325,35.95,0.007486664674077384,Clear,0,22,0
3523204,226.0,0.011793046054879847,Clear,0,15,0
3556430,994.0,0.20480413350976223,Clear,1,20,0
3413113,309.97,0.0728998583751615,Clear,0,17,0
3146079,187.95,0.01816844503433508,Clear,0,17,0
3047299,700.0,0.031797463874784195,Clear,0,21,0
3170835,56.5,0.055064282315159606,Clear,0,1,0
3547111,55.95,0.012072966291688397,Clear,0,18,0
3347571,554.0,0.06233582337302235,Clear,0,14,0
3430958,44.5,0.051119357506804936,Clear,0,17,0
3447500,67.95,0.01717530561171422,Clear,0,22,0
3368741,226.0,0.0310193515449079,Clear,0,16,0
3558952,5.0,0.036887126830915,Clear,0,19,0
3430875,59.267,0.04946364897811567,Clear,0,17,0
3390436,184.0,0.03414154468491243,Clear,0,20,0
3526706,25.95,0.011023565654251959,Clear,0,17,0
3004182,63.97,0.018434099806176326,Clear,0,4,0
3318545,131.0,0.019562524091289356,Clear,0,6,0
3139656,350.0,0.11983448190709324,Clear,0,16,0
3396606,117.0,0.03010752721093443,Clear,0,19,0
3028742,146.0,0.029351516836429267,Clear,0,19,0
3267952,40.0,0.061274064135202255,Clear,0,2,1
3049624,47.0,0.006536064304498916,Clear,0,14,0
3340671,24.0,0.023619761948476998,Clear,0,23,0
3381482,200.0,0.04538578633800951,Clear,0,18,1
3276130,67.95,0.32780763081766956,Clear,0,7,0
3027230,100.0,0.010334349478517905,Clear,0,13,1
3322058,35.95,0.02273836901773085,Clear,0,14,0
3521029,9.0,0.08758238761841623,Clear,0,19,0
3518751,47.95,0.008680436502664608,Clear,0,23,0
3373455,49.0,0.0246677065800365,Clear,0,0,0
3372566,10.876,0.031763243757035216,Clear,0,20,0
3526857,117.0,0.0929624602421356,Clear,0,18,0
3115240,386.95,0.02230709832570498,Clear,0,14,0
3397227,49.0,0.06261647930323992,Clear,0,22,0
3076766,500.0,0.011202584288840791,Clear,0,18,0
3403503,29.0,0.02765154702167676,Clear,0,18,0
3186930,92.0,0.11016026730799049,Clear,0,17,0
3212853,117.0,0.02007059264639341,Clear,0,19,0
3228520,19.214,0.41260373746123985,Suspicious,1,0,1
3485107,117.0,0.03351589825926682,Clear,0,23,0
3244878,59.0,0.047850993865205936,Clear,0,16,0
3452518,83.5,0.03554950261518609,Clear,0,17,0
3004681,50.0,0.04862752897078559,Clear,0,14,0
3072794,50.0,0.012587670600295427,Clear,0,23,1
3502838,300.0,0.015096230693311341,Clear,0,3,0
3198908,49.0,0.0749542624879296,Clear,0,21,0
3116906,27.0,0.015524457814498713,Clear,0,20,0
3494834,81.768,0.09133263291712307,Clear,0,22,0
3044836,57.95,0.0072705763351336855,Clear,0,14,0
3351926,59.0,0.019578796973955277,Clear,0,21,0
2991885,167.0,0.045211435095184715,Clear,0,23,0
3314002,57.95,0.008830908304099173,Clear,0,1,0
3336231,68.5,0.13421815099735773,Clear,0,17,0
3467832,50.0,0.04025726816287464,Clear,0,16,0
3435889,59.0,0.030363464884779146,Clear,0,13,0
3001085,300.0,0.023464637819456364,Clear,0,16,0
3319116,25.95,0.009986082002784892,Clear,0,16,0
3227908,29.0,0.07682831149016865,Clear,0,21,0
3298168,29.0,0.0071836551760237856,Clear,0,17,0
3193407,370.98,0.04505911537400337,Clear,0,21,0
3247314,47.95,0.016921782076256525,Clear,0,3,0
3212219,511.95,0.01533039729601058,Clear,0,16,0
3226364,500.0,0.027517316445694558,Clear,0,14,0
3075487,97.0,0.019463555596684064,Clear,0,15,0
3072057,280.0,0.013679808610049284,Clear,0,21,0
3053596,335.0,0.05254963919542308,Clear,0,13,0
3444186,141.0,0.0164316423616135,Clear,0,13,0
3567346,209.95,0.007679474198577715,Clear,0,0,0
3181549,57.95,0.01486675082053133,Clear,0,17,0
3351889,226.0,0.1554456022477031,Clear,0,20,0
3066249,60.0,0.042813760803867666,Clear,0,21,0
3266279,171.0,0.013896383060907866,Clear,0,18,0
3480902,29.0,0.005499189352236077,Clear,0,1,0
3256574,222.0,0.019315241826600448,Clear,0,17,0
3575511,171.0,0.018849372639640788,Clear,0,11,0
3514248,47.95,0.005363364403426331,Clear,0,14,0
3543231,117.0,0.02075797628471624,Clear,1,0,0
3422149,103.97,0.02234175638481917,Clear,0,13,0
3029628,226.0,0.015796586938475528,Clear,0,21,0
3363669,107.95,0.01294475463579678,Clear,0,22,0
3556202,994.0,0.1312701133338744,Clear,0,18,0
3489571,10.0,0.02448847241719508,Clear,0,13,0
3541543,1104.0,0.06489780126525249,Clear,0,17,0
3266769,107.95,0.008576713567060416,Clear,0,20,0
3342977,100.0,0.04885271846814934,Clear,0,22,1
3198345,59.0,0.009741807301253975,Clear,0,18,0
3555719,34.5,0.11904035789620311,Clear,0,16,0
3319096,149.95,0.008850909125185151,Clear,0,16,0
3118487,57.95,0.008778943678350715,Clear,0,2,0
3411677,280.0,0.015532668099930567,Clear,0,12,0
3086096,100.0,0.049719691621142925,Clear,0,1,1
3027323,100.0,0.018490467400166,Clear,0,14,0
3007524,25.0,0.01902108200403705,Clear,0,1,0
3423256,117.0,0.011368685226345855,Clear,0,18,0
3341420,14.138,0.13639182804507438,Clear,0,10,1
2988642,59.0,0.021150246233349684,Clear,0,14,0
3469327,209.95,0.00969337428243648,Clear,0,0,0
3215328,39.0,0.005504415608172249,Clear,0,16,0
3343849,33.714,0.050611143453647714,Clear,0,3,1
3097895,25.0,0.009992023180155195,Clear,0,0,0
3502542,19.92,0.014160514668971377,Clear,0,0,1
3489454,200.0,0.04031272047338484,Clear,0,13,0
3316576,226.0,0.032135559578161034,Clear,0,20,0
3289417,55.95,0.008161036612413752,Clear,0,16,0
3273628,49.484,0.9862381643499296,Critical Risk,1,15,1
3017025,50.0,0.08664785024275141,Clear,0,18,0
3442626,49.0,0.016525559938979854,Clear,0,20,0
3545394,87.95,0.02384883008078683,Clear,0,23,0
3546892,57.95,0.011639444978838289,Clear,0,17,0
2992313,68.95,0.012222774735669854,Clear,0,0,0
3411890,209.95,0.013513479014553853,Clear,0,13,0
3182127,77.0,0.023932743654556218,Clear,0,20,0
3307188,26.95,0.005861654739968975,Clear,0,1,0
3330264,83.5,0.031163811539756194,Clear,0,22,0
3233226,146.0,0.06849888722148255,Clear,0,19,0
3531521,29.0,0.026354673677143402,Clear,0,4,0
3246602,445.95,0.11906166409378688,Clear,0,23,0
2993417,100.0,0.0213897200677021,Clear,0,14,1
3569817,57.95,0.004327312918603073,Clear,0,3,0
3066070,77.0,0.038287540659176666,Clear,0,20,0
3339280,30.95,0.02170439202907996,Clear,0,17,0
3532016,236.0,0.01998102277233751,Clear,0,13,0
3246615,59.0,0.02448956654496455,Clear,0,23,0
3236993,4989.97,0.03667301709551648,Clear,0,22,0
3294047,57.95,0.04950694022100874,Clear,0,4,0
3004296,47.95,0.019058379408559784,Clear,0,7,0
3254451,15.951,0.05851677713680341,Clear,0,22,0
3299519,92.95,0.03049704158688223,Clear,0,23,0
3185060,280.0,0.03460315961132901,Clear,0,20,0
3291068,49.0,0.028427328502651103,Clear,0,1,0
3343175,107.95,0.020427911328012915,Clear,0,23,0
3560302,43.282,0.0257164108382718,Clear,0,4,0
3020055,56.901,0.11181310042925557,Clear,0,15,0
3156498,107.95,0.015456377612622661,Clear,0,1,0
3515600,25.95,0.005498351116652102,Clear,0,22,0
3128568,59.0,0.04942776294634109,Clear,0,18,0
3445655,77.0,0.01986664613602282,Clear,0,23,0
3250214,13.339,0.01853145285453569,Clear,0,13,0
3463253,117.0,0.021581366802163684,Clear,0,17,0
3007635,44.5,0.017127124798219727,Clear,0,2,0
3458995,25.95,0.014228019375028898,Clear,0,23,0
3426364,58.95,0.007279853730595667,Clear,0,20,0
3208387,59.0,0.12829201715796817,Clear,0,3,0
3229815,117.0,0.0665968635379029,Clear,0,17,0
3480446,26.95,0.0073886548604698765,Clear,0,23,0
3298494,59.0,0.01278796989687825,Clear,0,18,0
3348817,25.95,0.012894731757128648,Clear,0,20,0
3293913,50.95,0.01564220445385232,Clear,0,3,0
3241277,271.92,0.01653594638862566,Clear,0,5,0
3037004,209.95,0.03156158343752542,Clear,0,18,0
3186135,350.0,0.01663678803366931,Clear,0,2,0
2995101,59.0,0.008101880208528017,Clear,0,20,0
3240591,29.0,0.023331813804006823,Clear,0,0,0
3498759,134.95,0.006697723330581506,Clear,0,22,0
3064271,50.0,0.004484764502167887,Clear,0,15,0
3233928,19.733,0.30258480123983805,Clear,0,22,0
3077874,100.0,0.03969480976599564,Clear,0,21,1
3082306,226.0,0.048834581078457916,Clear,0,17,0
3072848,64.024,0.0629736311365511,Clear,0,23,0
3142111,57.95,0.016572618729679696,Clear,0,1,0
3156008,50.0,0.050990204606069414,Clear,0,22,0
3465242,335.0,0.07823519282085349,Clear,0,15,0
3437688,117.0,0.04238217547083765,Clear,0,23,0
3043537,29.0,0.013185263459164737,Clear,0,1,0
3124164,117.0,0.25866139466645494,Clear,0,23,0
3056360,226.0,0.03473139103440377,Clear,0,0,0
3462509,57.95,0.013871850179957056,Clear,0,4,0
3312942,1331.0,0.036287209736417914,Clear,0,23,0
3528349,108.95,0.011076412689093465,Clear,0,2,0
3481054,92.835,0.06927526766792158,Clear,0,3,0
3324127,97.95,0.0403719859925204,Clear,0,23,0
3115513,34.0,0.049031111333016526,Clear,0,16,0
3112708,107.95,0.019267611022414182,Clear,0,19,0
3506706,57.95,0.006247168859557133,Clear,0,21,0
3018693,75.0,0.1769711919370896,Clear,1,0,1
3271018,30.95,0.004910117172625568,Clear,0,15,0
3375027,20.0,0.06294179991539543,Clear,0,17,0
3434956,48.95,0.00987537075126537,Clear,0,23,0
3492208,29.0,0.006828892448190498,Clear,0,0,0
3570665,92.0,0.025234025051954486,Clear,0,16,0
3139110,554.0,0.6105479303123573,Suspicious,0,11,0
3136099,20.95,0.010594050366366802,Clear,0,15,0
3404652,50.0,0.020182713385621866,Clear,0,0,0
3102604,44.5,0.02955529164118778,Clear,0,21,0
3568469,59.0,0.011099261636230356,Clear,0,17,0
3527579,107.95,0.024133968613447965,Clear,0,22,0
3372112,34.0,0.019047590353936977,Clear,0,18,0
3360763,22.355,0.025795640380092043,Clear,0,19,1
3473312,141.0,0.11984129769943558,Clear,1,16,0
3286542,105.433,0.03802324115211919,Clear,0,17,1
3361893,20.0,0.3477195005938106,Clear,1,1,1
3391283,72.0,0.02258558637472067,Clear,0,0,0
3270859,59.0,0.018823856103709822,Clear,0,13,0
3196900,107.95,0.006798033915517785,Clear,0,1,0
3495782,6.0,0.07458586501536249,Clear,0,3,1
3506523,117.0,0.013972003159839019,Clear,0,20,0
3426308,107.95,0.061053246509928605,Clear,0,19,0
3206681,59.0,0.03620396887390444,Clear,0,18,0
3040275,100.0,0.0406704830154038,Clear,0,14,0
3364849,107.95,0.06690076975702816,Clear,0,12,0
3170139,292.95,0.028705556422914925,Clear,0,21,0
3401571,77.0,0.06048759644374789,Clear,0,0,0
3388454,120.84,0.7953325562718834,Critical Risk,1,1,1
3404501,230.079,0.05707450113070437,Clear,0,23,0
3061489,200.0,0.01705655534490487,Clear,0,23,1
3398993,30.95,0.005411196586422769,Clear,0,14,0
3036226,173.0,0.01632501214958017,Clear,0,15,0
3059203,100.0,0.016536928328041836,Clear,0,17,1
3551583,35.95,0.012918087377840084,Clear,0,0,0
2996487,20.0,0.00792156833686442,Clear,0,3,0
3094355,600.0,0.03927886717374923,Clear,0,17,0
3213256,25.95,0.009273812888686719,Clear,0,21,0
3567764,226.0,0.17678781772903426,Clear,0,9,0
3195075,57.95,0.007212381283580666,Clear,0,15,0
3124880,250.0,0.22900067728935514,Clear,0,5,1
2998972,554.0,0.04084765994104762,Clear,0,23,0
3577191,150.0,0.0708749100833767,Clear,0,21,0
3013776,34.99,0.015944256039322462,Clear,0,20,0
3298323,35.95,0.009515346618484275,Clear,0,17,0
3386649,317.5,0.11134610697107765,Clear,0,17,0
3269899,50.0,0.05666377820486576,Clear,0,22,1
3429643,103.97,0.010881444987639011,Clear,0,1,0
3387464,82.95,0.022003314358450307,Clear,0,21,0
3108173,209.95,0.014669746399729074,Clear,0,15,0
3377637,7.5,0.035378818587485754,Clear,0,14,0
3310593,57.95,0.008520289941118768,Clear,0,18,0
3279255,200.0,0.05516281027867051,Clear,0,13,1
3556607,117.0,0.05053498645208632,Clear,0,21,0
3368841,445.0,0.15984093984838144,Clear,0,17,0
3280034,59.0,0.017536511581447724,Clear,0,18,0
3192185,25.0,0.018121704277778178,Clear,0,15,0
3253165,445.0,0.17999571826894553,Clear,0,16,0
3313269,35.95,0.014162022111512898,Clear,0,0,0
3364278,108.95,0.02227546189605561,Clear,0,1,0
3361191,108.95,0.012443531413081878,Clear,0,21,0
3179863,92.93,0.04668261026122922,Clear,0,0,0
3122358,49.0,0.007956714443095167,Clear,0,13,0
3389255,57.95,0.007211713322477803,Clear,0,14,0
3326925,1717.87,0.08104883726389824,Clear,0,20,0
3230184,117.0,0.04361924384011299,Clear,0,19,0
3307056,82.0,0.032079297548362855,Clear,0,0,0
3071743,115.959,0.01907664958102971,Clear,0,20,0
3263864,29.002,0.05532576711972448,Clear,0,21,1
3509689,772.47,0.07268611194388386,Clear,0,21,0
3492848,49.95,0.04143365444193781,Clear,0,6,0
3141597,125.0,0.02731170332303013,Clear,0,23,0
3343327,92.0,0.021245900050880735,Clear,0,0,0
3083398,50.0,0.014010174615115396,Clear,0,19,1
3531085,59.0,0.00976264125556993,Clear,0,0,0
3174705,93.513,0.03668979835969624,Clear,0,14,0
3181505,125.0,0.020400750809797728,Clear,0,17,0
3474323,29.0,0.011163351713694845,Clear,0,21,0
3562506,29.0,0.009219398755693475,Clear,0,22,0
3270299,67.95,0.026129310047923935,Clear,0,0,0
3179419,561.95,0.022561431866130893,Clear,0,22,0
2997719,30.75,0.05993553576014058,Clear,1,18,0
3322234,107.95,0.013096262632030812,Clear,0,15,0
3138852,15.217,0.04568004749018871,Clear,0,4,1
3542004,103.97,0.011097373155767955,Clear,0,19,0
3441689,30.95,0.011032160589167832,Clear,0,16,0
3294122,31.95,0.052740879917919814,Clear,0,5,0
3013212,100.0,0.00567864834093244,Clear,0,18,0
3121053,280.0,0.06809528450266955,Clear,0,22,0
3334395,34.5,0.024191640070237306,Clear,0,0,0
3205356,25.95,0.012144577015295142,Clear,0,23,0
3028027,59.0,0.013046583842461108,Clear,0,16,0
3197535,117.0,0.066055245499607,Clear,0,11,0
3481116,31.95,0.009454774127903883,Clear,0,4,0
3257863,103.97,0.010993868873965973,Clear,0,23,0
3197108,260.0,0.18961592955114703,Clear,1,2,0
3509187,108.5,0.08402692007711329,Clear,0,19,0
3138637,30.95,0.021249437276643444,Clear,0,2,0
3514539,390.0,0.07814244630371626,Clear,0,16,0
3468446,275.0,0.029171519425137866,Clear,0,20,0
3039577,57.95,0.01862170902661058,Clear,0,4,0
3329427,39.0,0.3300419534829486,Clear,0,18,0
3081683,150.0,0.0216901461046321,Clear,0,16,0
3064681,59.0,0.01897446605834038,Clear,0,16,0
3030768,50.0,0.02698986471488867,Clear,0,1,0
3516038,20.842,0.031044320031685262,Clear,0,0,0
3273282,18.368,0.27559212819501555,Clear,0,11,1
3408965,37.995,0.015579305643565312,Clear,0,17,1
3187022,55.0,0.015700851626991676,Clear,0,17,0
3549108,107.0,0.04313166094087815,Clear,0,6,0
2993793,150.0,0.026514508664847333,Clear,0,16,0
3086724,100.0,0.015304785616833808,Clear,0,3,1
3400469,59.0,0.04315085994201485,Clear,0,19,0
3398013,29.0,0.017744040861327644,Clear,0,2,0
3377418,724.0,0.17963257578509523,Clear,0,12,0
3264891,59.0,0.007060998710156833,Clear,0,3,0
3103288,50.0,0.019404583334003876,Clear,0,23,1
3217494,47.95,0.012035857817890181,Clear,0,3,0
3484314,73.14,0.04040822374700927,Clear,0,19,0
3256664,108.95,0.018840675500626392,Clear,0,17,0
3525981,87.95,0.004761823444358439,Clear,0,14,0
3304672,34.5,0.1226960023168814,Clear,0,15,0
3292110,82.95,0.012509417105702615,Clear,0,17,0
3176993,566.01,0.09189588659047518,Clear,0,1,0
3352642,59.0,0.019202743591886735,Clear,0,0,0
3516510,6.763,0.050575098252859885,Clear,0,4,0
3173697,103.97,0.009278255997632474,Clear,0,0,0
3071934,100.0,0.015529690298626702,Clear,0,20,0
3265961,226.0,0.032574158651858955,Clear,0,16,0
3052126,34.0,0.018361753118876042,Clear,0,22,0
3354004,35.95,0.02169871109054889,Clear,0,15,0
3146896,59.0,0.018397300454876944,Clear,0,21,0
